Feature ID	Taxon
K00337	Metabolism;Energy metabolism;Oxidative phosphorylation;K00337 NADH-quinone oxidoreductase subunit H 
K00338	Metabolism;Energy metabolism;Oxidative phosphorylation;K00338 NADH-quinone oxidoreductase subunit I 
K00339	Metabolism;Energy metabolism;Oxidative phosphorylation;K00339 NADH-quinone oxidoreductase subunit J 
K00340	Metabolism;Energy metabolism;Oxidative phosphorylation;K00340 NADH-quinone oxidoreductase subunit K 
K00341	Metabolism;Energy metabolism;Oxidative phosphorylation;K00341 NADH-quinone oxidoreductase subunit L 
K00342	Metabolism;Energy metabolism;Oxidative phosphorylation;K00342 NADH-quinone oxidoreductase subunit M 
K00343	Metabolism;Energy metabolism;Oxidative phosphorylation;K00343 NADH-quinone oxidoreductase subunit N 
K00344	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K00344 NADPH2:quinone reductase 
K00346	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K00346 Na+-transporting NADH:ubiquinone oxidoreductase subunit A 
K00347	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K00347 Na+-transporting NADH:ubiquinone oxidoreductase subunit B 
K00348	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K00348 Na+-transporting NADH:ubiquinone oxidoreductase subunit C 
K00349	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K00349 Na+-transporting NADH:ubiquinone oxidoreductase subunit D 
K00350	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K00350 Na+-transporting NADH:ubiquinone oxidoreductase subunit E 
K00351	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K00351 Na+-transporting NADH:ubiquinone oxidoreductase subunit F 
K00354	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K00354 NADPH2 dehydrogenase 
K00355	Human Diseases;Metabolism of cofactors and vitamins;Ubiquinone and other terpenoid-quinone biosynthesis;K00355 NAD(P)H dehydrogenase (quinone) 
K00356	Metabolism;Energy metabolism;Oxidative phosphorylation;K00356 NADH dehydrogenase 
K00360	Metabolism;Energy metabolism;Nitrogen metabolism;K00360 assimilatory nitrate reductase electron transfer subunit 
K00362	Metabolism;Energy metabolism;Nitrogen metabolism;K00362 nitrite reductase (NADH) large subunit 
K00364	Metabolism;Nucleotide metabolism;Purine metabolism;K00364 GMP reductase 
K00366	Metabolism;Energy metabolism;Nitrogen metabolism;K00366 ferredoxin-nitrite reductase 
K00367	Metabolism;Energy metabolism;Nitrogen metabolism;K00367 ferredoxin-nitrate reductase 
K00370	Metabolism;Energy metabolism;Nitrogen metabolism;K00370 nitrate reductase / nitrite oxidoreductase, alpha subunit 
K00371	Metabolism;Energy metabolism;Nitrogen metabolism;K00371 nitrate reductase / nitrite oxidoreductase, beta subunit 
K00372	Metabolism;Energy metabolism;Nitrogen metabolism;K00372 assimilatory nitrate reductase catalytic subunit 
K00373	Environmental Information Processing;Signal transduction;Two-component system;K00373 nitrate reductase molybdenum cofactor assembly chaperone NarJ/NarW
K00374	Metabolism;Energy metabolism;Nitrogen metabolism;K00374 nitrate reductase gamma subunit 
K00375	Brite Hierarchies;Protein families: genetic information processing;Transcription factors;K00375 GntR family transcriptional regulator / MocR family aminotransferase
K00380	Metabolism;Energy metabolism;Sulfur metabolism;K00380 sulfite reductase (NADPH) flavoprotein alpha-component 
K00382	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis;K00382 dihydrolipoamide dehydrogenase 
K00383	Metabolism;Metabolism of other amino acids;Glutathione metabolism;K00383 glutathione reductase (NADPH) 
K00384	Metabolism;Metabolism of other amino acids;Selenocompound metabolism;K00384 thioredoxin reductase (NADPH) 
K00385	Metabolism;Energy metabolism;Sulfur metabolism;K00385 anaerobic sulfite reductase subunit C
K00389	Not Included in Pathway or Brite;Poorly characterized;General function prediction only;K00389 putative membrane protein
K00390	Metabolism;Energy metabolism;Sulfur metabolism;K00390 phosphoadenosine phosphosulfate reductase 
K00392	Metabolism;Energy metabolism;Sulfur metabolism;K00392 sulfite reductase (ferredoxin) 
K00394	Metabolism;Energy metabolism;Sulfur metabolism;K00394 adenylylsulfate reductase, subunit A 
K00395	Metabolism;Energy metabolism;Sulfur metabolism;K00395 adenylylsulfate reductase, subunit B 
K00399	Metabolism;Energy metabolism;Methane metabolism;K00399 methyl-coenzyme M reductase alpha subunit 
K00400	Metabolism;Energy metabolism;Methane metabolism;K00400 methyl coenzyme M reductase system, component A2
K00401	Metabolism;Energy metabolism;Methane metabolism;K00401 methyl-coenzyme M reductase beta subunit 
K00402	Metabolism;Energy metabolism;Methane metabolism;K00402 methyl-coenzyme M reductase gamma subunit 
K00406	Metabolism;Energy metabolism;Oxidative phosphorylation;K00406 cytochrome c oxidase cbb3-type subunit III
K00414	Human Diseases;Neurodegenerative diseases;Oxidative phosphorylation;K00414 ubiquinol-cytochrome c reductase core subunit 1
K00415	Human Diseases;Neurodegenerative diseases;Oxidative phosphorylation;K00415 ubiquinol-cytochrome c reductase core subunit 2
K00425	Metabolism;Energy metabolism;Oxidative phosphorylation;K00425 cytochrome bd ubiquinol oxidase subunit I 
K00426	Metabolism;Energy metabolism;Oxidative phosphorylation;K00426 cytochrome bd ubiquinol oxidase subunit II 
K00428	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K00428 cytochrome c peroxidase 
K00432	Metabolism;Lipid metabolism;Arachidonic acid metabolism;K00432 glutathione peroxidase 
K00433	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K00433 non-heme chloroperoxidase 
K00436	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K00436 NAD-reducing hydrogenase large subunit 
K00437	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K00437 
K00440	Metabolism;Energy metabolism;Methane metabolism;K00440 coenzyme F420 hydrogenase subunit alpha 
K00441	Metabolism;Energy metabolism;Methane metabolism;K00441 coenzyme F420 hydrogenase subunit beta 
K00442	Metabolism;Energy metabolism;Methane metabolism;K00442 coenzyme F420 hydrogenase subunit delta
K00443	Metabolism;Energy metabolism;Methane metabolism;K00443 coenzyme F420 hydrogenase subunit gamma 
K00446	Metabolism;Xenobiotics biodegradation and metabolism;Benzoate degradation;K00446 catechol 2,3-dioxygenase 
K00450	Metabolism;Amino acid metabolism;Tyrosine metabolism;K00450 gentisate 1,2-dioxygenase 
K00452	Metabolism;Amino acid metabolism;Tryptophan metabolism;K00452 3-hydroxyanthranilate 3,4-dioxygenase 
K00455	Metabolism;Amino acid metabolism;Tyrosine metabolism;K00455 3,4-dihydroxyphenylacetate 2,3-dioxygenase 
K00459	Metabolism;Energy metabolism;Nitrogen metabolism;K00459 nitronate monooxygenase 
K00461	Organismal Systems;Lipid metabolism;Arachidonic acid metabolism;K00461 arachidonate 5-lipoxygenase 
K00467	Metabolism;Carbohydrate metabolism;Pyruvate metabolism;K00467 lactate 2-monooxygenase 
K00476	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K00476 aspartate beta-hydroxylase 
K00480	Metabolism;Xenobiotics biodegradation and metabolism;Dioxin degradation;K00480 salicylate hydroxylase 
K00483	Metabolism;Amino acid metabolism;Tyrosine metabolism;K00483 4-hydroxyphenylacetate 3-monooxygenase 
K00485	Metabolism;Xenobiotics biodegradation and metabolism;Drug metabolism - cytochrome P450;K00485 dimethylaniline monooxygenase (N-oxide forming) 
K00504	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K00504 peptidylglycine monooxygenase 
K00511	Metabolism;Lipid metabolism;Steroid biosynthesis;K00511 squalene monooxygenase 
K00520	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K00520 mercuric reductase 
K00521	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K00521 ferric-chelate reductase 
K00523	Metabolism;Carbohydrate metabolism;Amino sugar and nucleotide sugar metabolism;K00523 CDP-4-dehydro-6-deoxyglucose reductase, E3 
K00525	Metabolism;Nucleotide metabolism;Purine metabolism;K00525 ribonucleoside-diphosphate reductase alpha chain 
K00528	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K00528 ferredoxin/flavodoxin---NADP+ reductase 
K00529	Metabolism;Lipid metabolism;Fatty acid degradation;K00529 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component 
K00532	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K00532 ferredoxin hydrogenase 
K00533	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K00533 ferredoxin hydrogenase large subunit 
K00537	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K00537 arsenate reductase (glutaredoxin) 
K00547	Metabolism;Amino acid metabolism;Cysteine and methionine metabolism;K00547 homocysteine S-methyltransferase 
K00548	Metabolism;Amino acid metabolism;Cysteine and methionine metabolism;K00548 5-methyltetrahydrofolate--homocysteine methyltransferase 
K00549	Metabolism;Amino acid metabolism;Cysteine and methionine metabolism;K00549 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase 
K00551	Metabolism;Lipid metabolism;Glycerophospholipid metabolism;K00551 phosphatidylethanolamine/phosphatidyl-N-methylethanolamine N-methyltransferase 
K00554	Brite Hierarchies;Protein families: genetic information processing;Transfer RNA biogenesis;K00554 tRNA (guanine37-N1)-methyltransferase 
K00555	Brite Hierarchies;Protein families: genetic information processing;Transfer RNA biogenesis;K00555 tRNA (guanine26-N2/guanine27-N2)-dimethyltransferase 
K00556	Brite Hierarchies;Protein families: genetic information processing;Transfer RNA biogenesis;K00556 tRNA (guanosine-2'-O-)-methyltransferase 
K00557	Brite Hierarchies;Protein families: genetic information processing;Transfer RNA biogenesis;K00557 tRNA (uracil-5-)-methyltransferase 
K00558	Brite Hierarchies;Protein families: genetic information processing;Cysteine and methionine metabolism;K00558 DNA (cytosine-5)-methyltransferase 1 
K00559	Metabolism;Lipid metabolism;Steroid biosynthesis;K00559 sterol 24-C-methyltransferase 
K00560	Metabolism;Nucleotide metabolism;Pyrimidine metabolism;K00560 thymidylate synthase 
K00561	Brite Hierarchies;Protein families: genetic information processing;Ribosome biogenesis;K00561 23S rRNA (adenine-N6)-dimethyltransferase 
K00563	Brite Hierarchies;Protein families: genetic information processing;Ribosome biogenesis;K00563 23S rRNA (guanine745-N1)-methyltransferase 
K00564	Brite Hierarchies;Protein families: genetic information processing;Ribosome biogenesis;K00564 16S rRNA (guanine1207-N2)-methyltransferase 
K00565	Genetic Information Processing;Translation;mRNA surveillance pathway;K00565 mRNA (guanine-N7-)-methyltransferase 
K00566	Genetic Information Processing;Folding, sorting and degradation;Sulfur relay system;K00566 tRNA-uridine 2-sulfurtransferase 
K00567	Brite Hierarchies;Protein families: genetic information processing;DNA repair and recombination proteins;K00567 methylated-DNA-
K00568	Metabolism;Metabolism of cofactors and vitamins;Ubiquinone and other terpenoid-quinone biosynthesis;K00568 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase 
K00570	Metabolism;Lipid metabolism;Glycerophospholipid metabolism;K00570 phosphatidylethanolamine/phosphatidyl-N-methylethanolamine N-methyltransferase 
K00571	Brite Hierarchies;Protein families: signaling and cellular processes;Prokaryotic defense system;K00571 site-specific DNA-methyltransferase (adenine-specific) 
K00573	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K00573 protein-L-isoaspartate(D-aspartate) O-methyltransferase 
K00574	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K00574 cyclopropane-fatty-acyl-phospholipid synthase 
K00575	Environmental Information Processing;Signal transduction;Two-component system;K00575 chemotaxis protein methyltransferase CheR 
K00577	Metabolism;Energy metabolism;Methane metabolism;K00577 tetrahydromethanopterin S-methyltransferase subunit A 
K00578	Metabolism;Energy metabolism;Methane metabolism;K00578 tetrahydromethanopterin S-methyltransferase subunit B 
K00579	Metabolism;Energy metabolism;Methane metabolism;K00579 tetrahydromethanopterin S-methyltransferase subunit C 
K00580	Metabolism;Energy metabolism;Methane metabolism;K00580 tetrahydromethanopterin S-methyltransferase subunit D 
K00581	Metabolism;Energy metabolism;Methane metabolism;K00581 tetrahydromethanopterin S-methyltransferase subunit E 
K00582	Metabolism;Energy metabolism;Methane metabolism;K00582 tetrahydromethanopterin S-methyltransferase subunit F 
K00583	Metabolism;Energy metabolism;Methane metabolism;K00583 tetrahydromethanopterin S-methyltransferase subunit G 
K00584	Metabolism;Energy metabolism;Methane metabolism;K00584 tetrahydromethanopterin S-methyltransferase subunit H 
K00586	Brite Hierarchies;Protein families: genetic information processing;Translation factors;K00586 diphthine methyl ester synthase 
K00587	Metabolism;Metabolism of terpenoids and polyketides;Terpenoid backbone biosynthesis;K00587 protein-S-isoprenylcysteine O-methyltransferase 
K00588	Metabolism;Biosynthesis of other secondary metabolites;Phenylalanine metabolism;K00588 caffeoyl-CoA O-methyltransferase 
K00590	Brite Hierarchies;Protein families: signaling and cellular processes;Prokaryotic defense system;K00590 site-specific DNA-methyltransferase (cytosine-N4-specific) 
K00591	Metabolism;Metabolism of cofactors and vitamins;Ubiquinone and other terpenoid-quinone biosynthesis;K00591 polyprenyldihydroxybenzoate methyltransferase / 3-demethylubiquinol 3-O-methyltransferase 
K00592	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K00592 
K00595	Metabolism;Metabolism of cofactors and vitamins;Porphyrin and chlorophyll metabolism;K00595 precorrin-6Y C5,15-methyltransferase (decarboxylating) 
K00596	Brite Hierarchies;Protein families: metabolism;Amino acid related enzymes;K00596 2,2-dialkylglycine decarboxylase (pyruvate) 
K00598	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K00598 trans-aconitate 2-methyltransferase 
K00600	Metabolism;Carbohydrate metabolism;Glyoxylate and dicarboxylate metabolism;K00600 glycine hydroxymethyltransferase 
K00601	Metabolism;Nucleotide metabolism;Purine metabolism;K00601 phosphoribosylglycinamide formyltransferase 
K00602	Metabolism;Nucleotide metabolism;Purine metabolism;K00602 phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase 
K00603	Metabolism;Amino acid metabolism;Histidine metabolism;K00603 glutamate formiminotransferase / 5-formyltetrahydrofolate cyclo-ligase 
K00604	Metabolism;Metabolism of cofactors and vitamins;One carbon pool by folate;K00604 methionyl-tRNA formyltransferase 
K00605	Metabolism;Carbohydrate metabolism;Glyoxylate and dicarboxylate metabolism;K00605 aminomethyltransferase 
K00606	Metabolism;Metabolism of cofactors and vitamins;Pantothenate and CoA biosynthesis;K00606 3-methyl-2-oxobutanoate hydroxymethyltransferase 
K00608	Metabolism;Nucleotide metabolism;Pyrimidine metabolism;K00608 aspartate carbamoyltransferase 
K00609	Metabolism;Nucleotide metabolism;Pyrimidine metabolism;K00609 aspartate carbamoyltransferase catalytic subunit 
K00610	Metabolism;Nucleotide metabolism;Pyrimidine metabolism;K00610 aspartate carbamoyltransferase regulatory subunit
K00611	Metabolism;Amino acid metabolism;Arginine biosynthesis;K00611 ornithine carbamoyltransferase 
K00612	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K00612 carbamoyltransferase 
K00613	Metabolism;Amino acid metabolism;Glycine, serine and threonine metabolism;K00613 glycine amidinotransferase 
K00615	Metabolism;Carbohydrate metabolism;Pentose phosphate pathway;K00615 transketolase 
K00616	Metabolism;Carbohydrate metabolism;Pentose phosphate pathway;K00616 transaldolase 
K00619	Metabolism;Amino acid metabolism;Arginine biosynthesis;K00619 amino-acid N-acetyltransferase 
K00620	Metabolism;Amino acid metabolism;Arginine biosynthesis;K00620 glutamate N-acetyltransferase / amino-acid N-acetyltransferase 
K00621	Metabolism;Carbohydrate metabolism;Amino sugar and nucleotide sugar metabolism;K00621 glucosamine-phosphate N-acetyltransferase 
K00622	Metabolism;Xenobiotics biodegradation and metabolism;Caffeine metabolism;K00622 arylamine N-acetyltransferase 
K00625	Metabolism;Carbohydrate metabolism;Pyruvate metabolism;K00625 phosphate acetyltransferase 
K00626	Metabolism;Carbohydrate metabolism;Pyruvate metabolism;K00626 acetyl-CoA C-acetyltransferase 
K00627	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis;K00627 pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) 
K00631	Metabolism;Lipid metabolism;Glycerolipid metabolism;K00631 glycerol-3-phosphate O-acyltransferase 
K00632	Metabolism;Lipid metabolism;Fatty acid degradation;K00632 acetyl-CoA acyltransferase 
K00633	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K00633 galactoside O-acetyltransferase 
K00634	Metabolism;Carbohydrate metabolism;Butanoate metabolism;K00634 phosphate butyryltransferase 
